time,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,2m_temperature,surface_solar_radiation_downwards,evaporation,specific_humidity,level,LAI
2014-12-07,0.0003562410119142857,0.36306461142857144,0.3303301542857143,283.1588857142857,238561.65857142856,-2.9339878428571427e-05,0.006791090728571429,1000.0,0.78519744
2014-12-14,0.0003708533544807143,0.3804785685714286,0.35304146999999997,280.61093,273492.53285714285,-3.015573771428571e-05,0.005421923685714286,1000.0,0.8069941
2014-12-21,0.00020585421599999998,0.41085379571428565,0.3853622642857143,279.84449714285716,231181.49714285714,-2.514788657142857e-05,0.005257320542857143,1000.0,0.84782624
2014-12-28,3.6184084927285715e-05,0.3918798642857143,0.38133289571428575,278.1930757142857,370750.48142857145,-3.0080269857142857e-05,0.004315782928571429,1000.0,0.8740498
2015-01-04,1.0394532798142857e-05,0.3542730957142857,0.35221453857142854,273.9109385714286,423098.64428571425,-2.658490842857143e-05,0.0026858213142857143,1000.0,0.88527006
2015-01-11,6.113980316142857e-07,0.34130363857142854,0.33662158142857146,279.84022428571427,408345.6314285714,-2.4942124714285715e-05,0.004664695742857143,1000.0,0.9138813
2015-01-18,1.9957715741428572e-06,0.3227344128571429,0.32876234571428575,279.79776714285714,412808.45,-2.6075660285714285e-05,0.0048418701,1000.0,0.9545563
2015-01-25,9.652950471428572e-07,0.3068202685714286,0.32343336,279.58757,456806.90142857144,-3.036433614285714e-05,0.004485364942857143,1000.0,1.0227275
2015-02-08,0.0002939241111642857,0.3152241485714286,0.3229214228571428,283.78490714285715,412089.6242857143,-4.330314742857143e-05,0.005616442457142857,1000.0,1.0965325
2015-02-15,0.00012771199380392858,0.38167915142857145,0.3675621357142857,283.26999571428576,599990.7428571429,-5.400901314285714e-05,0.005591952014285715,1000.0,1.1777266
2015-02-22,8.817416801071429e-06,0.32664442714285713,0.34426360714285714,283.04978857142856,648417.1142857142,-5.266206657142857e-05,0.005694710028571429,1000.0,1.2409452
2015-03-01,7.419457162212858e-05,0.3072577728571429,0.3230385,280.0110842857143,666123.4485714285,-5.633207885714286e-05,0.0038923104571428574,1000.0,1.2711083
2015-03-08,2.1822160355742857e-05,0.3086898257142857,0.31807279857142856,280.6159271428572,793621.7285714286,-5.9415420428571426e-05,0.003912552628571429,1000.0,1.2743139
2015-03-15,1.6496985451085713e-05,0.2695226985714286,0.30430038571428575,286.72542285714286,730112.1885714286,-6.306627728571428e-05,0.005164213185714286,1000.0,1.2588019
2015-03-22,5.758800092171429e-06,0.23403548714285716,0.2897866242857143,286.42136857142856,794269.2642857142,-5.9306764428571425e-05,0.004837234271428572,1000.0,1.2485446
2015-04-05,1.1380557194814286e-05,0.20190355142857142,0.26930331714285716,284.92172,996383.78,-5.4022466e-05,0.0033694223142857146,1000.0,1.2368941
2015-04-12,9.522720976428572e-05,0.2512885714285714,0.26510851,282.0125157142857,943084.4357142857,-5.942941042857143e-05,0.003930423757142857,1000.0,1.2323989
2015-04-19,5.416106457142856e-06,0.21925624,0.2648093814285714,286.7008942857143,1138916.4857142859,-6.0335836142857146e-05,0.003208821585714286,1000.0,1.2252243
2015-04-26,0.00011802386428571428,0.22485284857142857,0.2626449242857143,286.54821571428573,992684.6699999999,-6.156272757142857e-05,0.0053346823857142855,1000.0,1.2200551
2015-05-03,4.068877721428572e-06,0.23633223,0.27335303714285714,290.7149642857143,1191751.6142857145,-8.136127228571429e-05,0.004937190942857142,1000.0,1.213932
2015-05-10,3.8621612314285716e-05,0.21886198857142855,0.26219020857142855,286.69989428571427,1115891.2571428572,-6.925829585714285e-05,0.004869263971428571,1000.0,1.2117237
2015-05-17,7.06397146857143e-05,0.23069568142857141,0.25780034142857144,285.5380214285714,999044.7714285714,-6.735351671428572e-05,0.004802056457142857,1000.0,1.2229272
2015-05-31,1.0242637343071429e-05,0.24453113714285712,0.27132647428571427,291.98005,1217989.9000000001,-9.824049485714286e-05,0.006276897014285714,1000.0,1.2396843
2015-06-07,2.4077546328571426e-05,0.2016307857142857,0.25953261857142856,291.60107285714287,1200356.6714285712,-7.499607071428572e-05,0.006411478900000001,1000.0,1.263297
2015-06-14,4.793637835137143e-05,0.21331829714285713,0.25936549571428574,296.4858057142857,1134425.4,-9.272122614285715e-05,0.007707925542857143,1000.0,1.287559
2015-06-21,0.0,0.18762218857142857,0.2535375642857143,296.04256857142855,1338661.3285714288,-8.663271142857143e-05,0.0046367488,1000.0,1.301444
2015-06-28,2.2871952221285713e-06,0.16743015285714286,0.24244002571428572,297.65738571428574,1253955.9857142859,-7.277116571428572e-05,0.005752916557142857,1000.0,1.3153605
2015-07-05,1.7748696757142857e-05,0.17140196857142856,0.23738145285714288,299.43772,1069793.1871428571,-7.434609228571429e-05,0.009049863857142857,1000.0,1.3217189
2015-07-12,8.849419371428572e-05,0.21523652857142858,0.23985107142857146,293.4194714285714,1092812.7428571428,-9.115046971428572e-05,0.008374913357142856,1000.0,1.3164707
2015-07-26,2.5073294849999998e-05,0.1894573842857143,0.2369675557142857,295.6648028571429,1185891.2571428572,-7.558175571428573e-05,0.0072239949857142854,1000.0,1.3005148
2015-08-02,5.389113360571429e-06,0.17060070428571428,0.234619,298.0825571428572,1155695.3714285714,-6.736151585714286e-05,0.0063412202714285704,1000.0,1.272332
2015-08-09,1.8114472347142858e-05,0.1727516042857143,0.23418229,295.1342257142857,1076227.6571428573,-6.525867571428572e-05,0.0071899221,1000.0,1.2451705
